,circulating_supply,cmc_rank,date_added,id,last_updated,max_supply,name,num_market_pairs,platform,platform.id,platform.name,platform.slug,platform.symbol,quote.USD.last_updated,quote.USD.market_cap,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.price,quote.USD.volume_24h,slug,symbol,tags,total_supply
0,17413500.0,1,2013-04-28T00:00:00.000Z,1,2018-12-09T00:53:22.000Z,21000000.0,Bitcoin,6619,,,,,,2018-12-09T00:53:22.000Z,60645393162.7752,-0.0747797,0.966246,-17.536,3482.6653552,5320369197.21102,bitcoin,BTC,['mineable'],17413500.0
1,40926963305.0,2,2013-08-04T00:00:00.000Z,52,2018-12-09T00:54:03.000Z,100000000000.0,XRP,286,,,,,,2018-12-09T00:54:03.000Z,12574047326.347439,-0.19559,-0.864761,-17.6902,0.307231377824,455166217.271211,ripple,XRP,[],99991757426.0
2,103682943.124,3,2015-08-07T00:00:00.000Z,1027,2018-12-09T00:53:18.000Z,,Ethereum,4681,,,,,,2018-12-09T00:53:18.000Z,9605366256.99303,0.197921,-2.49128,-21.9627,92.6417206879,1903581490.69221,ethereum,ETH,['mineable'],103682943.124
3,19164800006.0237,4,2014-08-05T00:00:00.000Z,512,2018-12-09T00:54:04.000Z,,Stellar,153,,,,,,2018-12-09T00:54:04.000Z,2285747666.3959517,0.260644,1.06272,-28.3663,0.119268015616,155252340.47656,stellar,XLM,[],104522958750.253
4,1856421735.6243,5,2015-02-25T00:00:00.000Z,825,2018-12-09T00:54:10.000Z,,Tether,1496,,83.0,Omni,omni,OMNI,2018-12-09T00:54:10.000Z,1882122657.3974454,-0.337812,1.1723,1.30359,1.01384433358,3628302972.53764,tether,USDT,[],2580109502.1043
5,17499912.5,6,2017-07-23T00:00:00.000Z,1831,2018-12-09T00:53:13.000Z,21000000.0,Bitcoin Cash,185,,,,,,2018-12-09T00:53:13.000Z,1812422002.9571743,-0.420181,-4.13287,-40.4557,103.567489435,108669801.862096,bitcoin-cash,BCH,['mineable'],17499912.5
6,17477860.9418,7,2018-11-09T00:00:00.000Z,3602,2018-12-09T00:53:37.000Z,21000000.0,Bitcoin SV,82,,,,,,2018-12-09T00:53:37.000Z,1717937910.7647462,-0.19416,-3.44088,3.53104,98.2922290368,73919573.6347398,bitcoin-sv,BSV,['mineable'],17477860.9418
7,906245117.6,8,2017-07-01T00:00:00.000Z,1765,2018-12-09T00:53:16.000Z,,EOS,201,,,,,,2018-12-09T00:53:16.000Z,1672322162.4977393,-0.369095,0.768862,-37.9704,1.84533094857,818417600.650697,eos,EOS,[],1006245119.9339
8,59489617.1864531,9,2013-04-28T00:00:00.000Z,2,2018-12-09T00:53:04.000Z,84000000.0,Litecoin,703,,,,,,2018-12-09T00:53:04.000Z,1489833302.479233,0.445158,-3.00769,-27.2824,25.0435853001,503584536.169241,litecoin,LTC,['mineable'],59489617.1864531
9,66244982283.0181,10,2017-09-13T00:00:00.000Z,1958,2018-12-09T00:53:15.000Z,,TRON,152,,,,,,2018-12-09T00:53:15.000Z,891663209.5667893,-0.322668,-0.0670166,-11.5339,0.0134600867694,65885839.413401,tron,TRX,[],99216158233.75
10,25927070538.0,11,2017-10-01T00:00:00.000Z,2010,2018-12-09T00:53:16.000Z,45000000000.0,Cardano,63,,,,,,2018-12-09T00:53:16.000Z,798839702.7030941,0.162482,0.500072,-26.447,0.0308110282468,19479787.7468542,cardano,ADA,[],31112483745.0
11,16630605.4912108,12,2014-05-21T00:00:00.000Z,328,2018-12-09T00:54:05.000Z,,Monero,108,,,,,,2018-12-09T00:54:05.000Z,756715314.574591,-0.273237,-4.49031,-24.4676,45.5013688452,13983698.7049656,monero,XMR,['mineable'],16630605.4912108
12,2779530283.0,13,2017-06-13T00:00:00.000Z,1720,2018-12-09T00:54:10.000Z,2779530283.0,IOTA,34,,,,,,2018-12-09T00:54:10.000Z,651230729.6521534,0.379607,-1.89083,-22.614,0.234295245364,8073460.65015587,iota,MIOTA,[],2779530283.0
13,8999999999.0,14,2015-04-01T00:00:00.000Z,873,2018-12-09T00:54:07.000Z,,NEM,71,,,,,,2018-12-09T00:54:07.000Z,641937950.5497736,0.435589,-1.68749,-9.1685,0.0713264389579,10806073.9657212,nem,XEM,[],8999999999.0
14,130799314.924346,15,2017-07-25T00:00:00.000Z,1839,2018-12-09T00:54:12.000Z,,Binance Coin,105,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:12.000Z,620985773.4584715,0.120129,2.40288,-10.6263,4.74762252247,16405185.1236944,binance-coin,BNB,[],190799314.923846
15,8494562.55245786,16,2014-02-14T00:00:00.000Z,131,2018-12-09T00:54:05.000Z,18900000.0,Dash,197,,,,,,2018-12-09T00:54:05.000Z,586209519.3060544,0.0517933,0.701381,-27.8447,69.0099714595,160312769.780887,dash,DASH,['mineable'],8494562.55245786
16,106620310.0,17,2016-07-24T00:00:00.000Z,1321,2018-12-09T00:54:08.000Z,,Ethereum Classic,167,,,,,,2018-12-09T00:54:08.000Z,415602538.4835263,0.813506,-0.411875,-20.3075,3.89796783074,169793625.651813,ethereum-classic,ETC,['mineable'],106620310.0
17,65000000.0,18,2016-09-08T00:00:00.000Z,1376,2018-12-09T00:54:09.000Z,100000000.0,NEO,146,,,,,,2018-12-09T00:54:09.000Z,398970603.72715,1.29243,-2.47727,-25.5739,6.13800928811,160411268.625944,neo,NEO,[],100000000.0
18,5408481.25,19,2016-10-29T00:00:00.000Z,1437,2018-12-09T00:54:08.000Z,,Zcash,133,,,,,,2018-12-09T00:54:08.000Z,315700631.8637737,1.17979,-2.05558,-27.8847,58.3714017431,134834543.111695,zcash,ZEC,['mineable'],5408481.25
19,728227.770105802,20,2017-01-29T00:00:00.000Z,1518,2018-12-09T00:54:09.000Z,,Maker,29,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:09.000Z,248857060.4655684,-0.104371,-0.0105889,-12.2666,341.729704196,289410.488945234,maker,MKR,[],1000000.0
20,117320780908.627,21,2013-12-15T00:00:00.000Z,74,2018-12-09T00:54:04.000Z,,Dogecoin,457,,,,,,2018-12-09T00:54:04.000Z,248196062.0339517,-0.201564,-0.298591,-5.984,0.00211553366856,17871109.5176579,dogecoin,DOGE,['mineable'],117320780908.627
21,607489040.89,22,2017-10-02T00:00:00.000Z,2011,2018-12-09T00:54:14.000Z,,Tezos,24,,,,,,2018-12-09T00:54:14.000Z,241050931.62110728,0.764987,3.96067,-21.6968,0.396798815116,1685413.85316273,tezos,XTZ,[],763306929.69
22,55454734800.0,23,2017-08-22T00:00:00.000Z,3077,2018-12-09T00:53:29.000Z,,VeChain,28,,,,,,2018-12-09T00:53:29.000Z,217434152.64811182,-0.178497,-1.56476,-23.0213,0.00392093034855,7366320.81174959,vechain,VET,[],86712634466.0
23,205244587.65,24,2018-03-06T00:00:00.000Z,2563,2018-12-09T00:53:23.000Z,,TrueUSD,106,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:23.000Z,209669582.5563015,-0.00945217,0.969429,0.546163,1.021559618,42003370.8105748,trueusd,TUSD,[],205244587.65
24,17386386.088994,25,2017-10-23T00:00:00.000Z,2083,2018-12-09T00:53:18.000Z,21000000.0,Bitcoin Gold,79,,,,,,2018-12-09T00:53:18.000Z,207319037.32490748,-0.516103,-6.24351,-36.3903,11.9242168133,4347156.79590538,bitcoin-gold,BTG,['mineable'],17486386.088994
25,185011238.582296,26,2018-10-08T00:00:00.000Z,3408,2018-12-09T00:53:34.000Z,,USD Coin,45,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:34.000Z,188954218.97563007,0.114739,1.04246,1.04234,1.02131211284,17198808.4468582,usd-coin,USDC,[],185637600.78
26,140245398.245133,27,2017-07-14T00:00:00.000Z,1808,2018-12-09T00:53:13.000Z,,OmiseGO,142,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:13.000Z,187231831.7784747,0.0471678,0.83134,-17.9223,1.33503012663,25443046.1806951,omisego,OMG,[],140245398.245133
27,551690331.180599,28,2017-08-16T00:00:00.000Z,1896,2018-12-09T00:53:13.000Z,,0x,111,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:13.000Z,178820449.7313443,0.249541,0.419068,-22.3805,0.324131926236,9400526.54880045,0x,ZRX,[],1000000000.0
28,173488466.729349,29,2018-09-27T00:00:00.000Z,3330,2018-12-09T00:53:34.000Z,,Paxos Standard Token,51,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:34.000Z,176199901.2255505,-0.124651,1.10839,0.100841,1.01562890345,80410902.3527077,paxos-standard-token,PAX,[],174490992.32
29,1181448539.91923,30,2017-06-01T00:00:00.000Z,1697,2018-12-09T00:54:13.000Z,,Basic Attention Token,64,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:13.000Z,164743090.848411,0.763121,1.26436,-20.9615,0.139441613648,4576777.02634519,basic-attention-token,BAT,[],1500000000.0
30,291115881.0,31,2018-03-08T00:00:00.000Z,2566,2018-12-09T00:53:25.000Z,,Ontology,46,,,,,,2018-12-09T00:53:25.000Z,162768654.66923293,-0.261496,-3.06364,-32.4388,0.559119805179,13628780.3408936,ontology,ONT,[],1000000000.0
31,100000000.0,32,2016-06-02T00:00:00.000Z,1274,2018-12-09T00:54:07.000Z,,Waves,102,,,,,,2018-12-09T00:54:07.000Z,157659876.15399998,-0.36605,4.09193,11.0318,1.57659876154,5251414.94733878,waves,WAVES,[],100000000.0
32,8949425.79145112,33,2016-02-10T00:00:00.000Z,1168,2018-12-09T00:54:08.000Z,21000000.0,Decred,32,,,,,,2018-12-09T00:54:08.000Z,153490894.48679718,0.171956,-0.902916,-18.0739,17.1509209712,844899.525150849,decred,DCR,['mineable'],8949425.79145112
33,89093520.0,34,2017-05-24T00:00:00.000Z,1684,2018-12-09T00:53:10.000Z,,Qtum,150,,,,,,2018-12-09T00:53:10.000Z,145230644.40593898,0.518696,0.780168,-23.6764,1.63009211451,137809014.300858,qtum,QTUM,[],101093520.0
34,112860987.700029,35,2016-04-06T00:00:00.000Z,1214,2018-12-09T00:54:07.000Z,,Lisk,56,,,,,,2018-12-09T00:54:07.000Z,137183441.03621715,-0.0420588,-0.143407,-19.3019,1.21550806733,3447531.58660181,lisk,LSK,[],127977847.0
35,8745102.0,36,2015-10-06T00:00:00.000Z,1087,2018-12-09T00:54:05.000Z,,Factom,5,,,,,,2018-12-09T00:54:05.000Z,128112902.44355601,4.59054,21.6741,18.6536,14.6496750345,3732055.35984142,factom,FCT,[],8745102.0
36,133248289.1965,37,2017-03-06T00:00:00.000Z,1567,2018-12-09T00:54:09.000Z,133248290.0,Nano,44,,,,,,2018-12-09T00:54:09.000Z,115876019.26690136,0.434544,0.637482,-19.4689,0.869624818192,1232033.96745753,nano,NANO,[],133248289.1965
37,153756875.0,38,2017-11-24T00:00:00.000Z,2222,2018-12-09T00:53:16.000Z,210000000.0,Bitcoin Diamond,21,,,,,,2018-12-09T00:53:16.000Z,110917475.5931295,0.0274921,-2.38539,-29.4429,0.721382218474,1357797.2927371,bitcoin-diamond,BCD,['mineable'],156756875.0
38,8058407703.80944,39,2018-01-25T00:00:00.000Z,2469,2018-12-09T00:53:22.000Z,,Zilliqa,73,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:22.000Z,110856795.85359535,0.212429,-2.24201,-24.7942,0.0137566625974,4697078.6547459,zilliqa,ZIL,[],12599999804.24
39,184066828814.059,40,2014-06-17T00:00:00.000Z,372,2018-12-09T00:54:04.000Z,184470000000.0,Bytecoin,14,,,,,,2018-12-09T00:54:04.000Z,109598154.17425601,0.181208,-4.82708,-31.1653,0.000595425883525,95645.0595645677,bytecoin-bcn,BCN,['mineable'],184066828814.059
40,11155161975.369,41,2014-02-06T00:00:00.000Z,109,2018-12-09T00:54:03.000Z,21000000000.0,DigiByte,55,,,,,,2018-12-09T00:54:03.000Z,108599742.02564032,-0.989895,-0.654026,-28.4296,0.00973538011061,1216100.64556798,digibyte,DGB,['mineable'],11155161975.369
41,473406687.603972,42,2017-10-27T00:00:00.000Z,2099,2018-12-09T00:54:14.000Z,,ICON,36,,,,,,2018-12-09T00:54:14.000Z,101220017.26795407,0.568767,-1.28617,-23.7223,0.213811971648,4525911.36254305,icon,ICX,[],800460000.0
42,2677720000.0,43,2014-07-21T00:00:00.000Z,463,2018-12-09T00:54:05.000Z,3600570502.0,BitShares,79,,,,,,2018-12-09T00:54:05.000Z,99595669.9321695,0.0206984,0.803924,-24.7872,0.0371942062397,3333517.42875891,bitshares,BTS,[],2677720000.0
43,6542330148.20859,44,2018-06-26T00:00:00.000Z,2874,2018-12-09T00:53:27.000Z,,Aurora,9,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:27.000Z,99009569.64466467,-1.34713,2.89295,-17.533,0.0151336859195,403966.257368282,aurora,AOA,[],10000000000.0
44,38333200872.0,45,2015-08-26T00:00:00.000Z,1042,2018-12-09T00:54:06.000Z,,Siacoin,22,,,,,,2018-12-09T00:54:06.000Z,93818709.36475582,0.2362,-0.523414,-22.8416,0.00244745304933,924610.679703952,siacoin,SC,['mineable'],38333200872.0
45,15172086051.1052,46,2014-10-25T00:00:00.000Z,693,2018-12-09T00:54:05.000Z,16555000000.0,Verge,59,,,,,,2018-12-09T00:54:05.000Z,91961220.02229056,0.0510189,-1.2407,-24.2577,0.00606121133986,1163926.43632244,verge,XVG,['mineable'],15172086051.1052
46,233020472.114,47,2017-06-01T00:00:00.000Z,1700,2018-12-09T00:54:12.000Z,,Aeternity,45,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:12.000Z,90829167.99232768,-0.122953,3.73509,-31.858,0.38979050711,7347154.60512473,aeternity,AE,[],273685830.164
47,154456842350.999,48,2018-03-22T00:00:00.000Z,2603,2018-12-09T00:53:22.000Z,,Pundi X,31,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:22.000Z,85659685.1717506,-1.01664,2.60787,-18.8975,0.00055458653607,1361655.02499218,pundi-x,NPXS,[],280255193861.0
48,82960271.58,49,2018-10-05T00:00:00.000Z,3306,2018-12-09T00:53:35.000Z,,Gemini Dollar,42,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:35.000Z,84692056.89744982,-0.102275,-0.0443699,0.339348,1.02087487522,2209908.56371362,gemini-dollar,GUSD,[],82960271.58
49,350000000.0,50,2017-09-20T00:00:00.000Z,1975,2018-12-09T00:53:15.000Z,,Chainlink,22,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:15.000Z,80099297.28920001,-0.0518523,3.42648,-31.6994,0.228855135112,2186589.45021412,chainlink,LINK,[],1000000000.0
50,301931012.267,51,2016-04-18T00:00:00.000Z,1230,2018-12-09T00:54:07.000Z,,Steem,22,,,,,,2018-12-09T00:54:07.000Z,75392706.59642766,0.33388,0.318358,-35.7666,0.249701764752,339011.293956624,steem,STEEM,[],318905106.267
51,350000000.0,52,2017-11-21T00:00:00.000Z,2213,2018-12-09T00:53:18.000Z,,QASH,35,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:18.000Z,73334266.19995,0.229769,1.60956,-4.0075,0.209526474857,1157345.87864944,qash,QASH,[],1000000000.0
52,53252245.9943896,53,2017-07-10T00:00:00.000Z,1789,2018-12-09T00:54:12.000Z,53252246.0,Populous,22,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:12.000Z,69706614.10544898,0.442872,-2.47564,-29.6421,1.30898918541,450412.421309625,populous,PPT,[],53252246.0
53,11000000.0,54,2015-10-27T00:00:00.000Z,1104,2018-12-09T00:54:08.000Z,,Augur,57,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:08.000Z,68919239.84396,-0.39269,-3.42228,-28.4348,6.26538544036,771166.631734861,augur,REP,[],11000000.0
54,1002499275.0,55,2017-08-08T00:00:00.000Z,1866,2018-12-09T00:54:13.000Z,,Bytom,37,,,,,,2018-12-09T00:54:13.000Z,69895042.1937377,1.29555,-3.14135,-31.8429,0.0697207907644,6248200.54802253,bytom,BTM,['mineable'],1407000000.0
55,110918927.22788,56,2017-02-05T00:00:00.000Z,1521,2018-12-09T00:54:09.000Z,,Komodo,15,,,,,,2018-12-09T00:54:09.000Z,66166227.378237255,2.79041,8.70129,-15.0322,0.596527833724,529475.427568576,komodo,KMD,['mineable'],110918927.22788
56,484450000.0,57,2017-11-01T00:00:00.000Z,2135,2018-12-09T00:53:16.000Z,484450000.0,Revain,16,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:16.000Z,65434049.01810066,-0.171466,-0.801401,-11.2267,0.135068735717,2799410.61142989,revain,R,[],484450000.0
57,99124349.1811562,58,2016-08-12T00:00:00.000Z,1343,2018-12-09T00:54:10.000Z,,Stratis,22,,,,,,2018-12-09T00:54:10.000Z,64213493.474929266,0.274416,0.188312,-18.2087,0.647807466131,350759.560812526,stratis,STRAT,[],99124349.1811562
58,959842000.0,59,2016-11-18T00:00:00.000Z,1455,2018-12-09T00:54:09.000Z,,Golem,72,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:09.000Z,63926121.12891458,0.141316,0.904421,-26.9955,0.0666006708697,22498300.663623,golem-network-tokens,GNT,[],1000000000.0
59,452552412.0,60,2014-04-28T00:00:00.000Z,291,2018-12-09T00:54:04.000Z,,MaidSafeCoin,7,,83.0,Omni,omni,OMNI,2018-12-09T00:54:04.000Z,63445114.75035705,-0.0675806,0.686522,-14.8369,0.14019396001,226741.858346044,maidsafecoin,MAID,[],452552412.0
60,133214575156.0,61,2018-04-29T00:00:00.000Z,2682,2018-12-09T00:53:24.000Z,,Holo,23,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:24.000Z,62979951.022762485,0.692426,-5.48826,-13.0779,0.000472770723091,3119782.75064049,holo,HOT,[],177619433541.141
61,1050141509.426,62,2017-09-17T00:00:00.000Z,1966,2018-12-09T00:53:14.000Z,,Decentraland,49,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:14.000Z,62330596.78617357,0.876447,5.58303,-6.95709,0.0593544738749,8339515.98196012,decentraland,MANA,[],2644403343.1583
62,55584753.7170223,63,2017-10-07T00:00:00.000Z,2027,2018-12-09T00:53:15.000Z,210000000.0,Cryptonex,21,,,,,,2018-12-09T00:53:15.000Z,57488891.410871476,0.448515,1.09339,-18.8346,1.03425647442,5500378.75371987,cryptonex,CNX,['mineable'],107033478.677022
63,50000200.0,64,2018-02-03T00:00:00.000Z,2502,2018-12-09T00:53:23.000Z,,Huobi Token,16,,,,,,2018-12-09T00:53:23.000Z,55961537.12425312,0.322909,-2.83653,-6.9359,1.11922626558,10867857.499286,huobi-token,HT,[],500000000.0
64,54205533.6652246,65,2017-12-24T00:00:00.000Z,2308,2018-12-09T00:53:19.000Z,,Dai,41,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:19.000Z,55315815.74696638,-0.578974,1.00638,1.69764,1.02048281802,5244462.60495706,dai,DAI,[],54205533.6652246
65,8495875808.34,66,2017-11-02T00:00:00.000Z,2137,2018-12-09T00:53:17.000Z,21000000000.0,Electroneum,22,,,,,,2018-12-09T00:53:17.000Z,54940134.12954143,-0.174971,3.19255,-25.8826,0.00646668281987,203376.396590894,electroneum,ETN,['mineable'],8495875808.34
66,998999495.0,67,2016-07-23T00:00:00.000Z,1320,2018-12-09T00:54:08.000Z,998999495.0,Ardor,15,,,,,,2018-12-09T00:54:08.000Z,52644572.70305341,0.541878,-1.14789,-19.6448,0.0526972966118,309040.332930815,ardor,ARDR,[],998999495.0
67,935838056.302148,68,2017-12-21T00:00:00.000Z,2300,2018-12-09T00:53:18.000Z,,WAX,27,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:18.000Z,52736168.25247501,0.900118,2.02205,-16.5634,0.056351809907,101943.318051272,wax,WAX,[],1850000000.0
68,3470483788.0,69,2017-06-28T00:00:00.000Z,1759,2018-12-09T00:54:11.000Z,,Status,76,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:11.000Z,52249149.638397425,-0.722597,-2.53207,-26.0821,0.0150552928151,1736891.54414551,status,SNT,[],6804870174.0
69,99998615.0,70,2017-06-11T00:00:00.000Z,1715,2018-12-09T00:54:10.000Z,,MobileGo,22,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:10.000Z,49566552.6130382,-0.759544,-7.4967,3.22848,0.495672391193,16881696.174745,mobilego,MGO,[],99998615.0
70,12003807130.9,71,2018-01-16T00:00:00.000Z,2405,2018-12-09T00:53:20.000Z,,IOST,54,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:20.000Z,49207046.2878627,-0.0413989,-1.25602,-19.5904,0.00409928664725,3166359.16825258,iostoken,IOST,[],21000000000.0
71,90138154.0,72,2017-10-24T00:00:00.000Z,2087,2018-12-09T00:53:16.000Z,,KuCoin Shares,9,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:16.000Z,45825755.17380245,-0.461243,-0.851857,-18.2398,0.508394649105,78223.9899131162,kucoin-shares,KCS,[],180138154.0
72,218002385.832452,73,2018-04-10T00:00:00.000Z,2631,2018-12-09T00:53:24.000Z,,ODEM,6,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:24.000Z,42934122.97473028,-0.348724,-4.10441,-14.1591,0.196943362848,871476.231821143,odem,ODE,[],268946131.0
73,560000011.0,74,2018-05-01T00:00:00.000Z,2694,2018-12-09T00:53:26.000Z,,Nexo,15,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:26.000Z,42125302.25747728,0.0719726,-0.927606,-31.9946,0.0752237525536,1674929.63835875,nexo,NEXO,[],1000000000.0
74,165915913.082005,75,2018-08-08T00:00:00.000Z,3116,2018-12-09T00:53:30.000Z,,Insight Chain,2,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:30.000Z,41679487.63752392,-0.542331,-1.15553,-13.8879,0.251208499916,1612251.08431822,insight-chain,INB,[],10000000000.0
75,62463333.6041915,76,2018-01-15T00:00:00.000Z,2403,2018-12-09T00:53:19.000Z,,MOAC,2,,,,,,2018-12-09T00:53:19.000Z,41117009.32216644,-0.335717,-3.13791,-18.0744,0.658258324519,17651.3431278078,moac,MOAC,[],151205864.0
76,40354159.4106683,77,2017-08-27T00:00:00.000Z,1925,2018-12-09T00:54:14.000Z,100000000.0,Waltonchain,27,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:14.000Z,37777741.90086165,0.37109,-4.31023,-25.2458,0.936154846305,3227575.67999022,waltonchain,WTC,[],70000000.0
77,14265564.7804318,78,2018-01-31T00:00:00.000Z,2492,2018-12-09T00:53:24.000Z,,Elastos,14,,,,,,2018-12-09T00:53:24.000Z,36932115.32117227,0.335117,-0.307846,-20.0658,2.58889962575,1532863.86205542,elastos,ELA,['mineable'],33870798.465191
78,53786339.1799514,79,2017-06-05T00:00:00.000Z,1703,2018-12-09T00:54:11.000Z,100000000.0,Metaverse ETP,25,,,,,,2018-12-09T00:54:11.000Z,36744754.14169878,-5.82488,-9.10411,-31.6539,0.683161462593,2345357.4884442,metaverse,ETP,['mineable'],57060472.5257514
79,106152492.636,80,2018-03-23T00:00:00.000Z,2606,2018-12-09T00:53:23.000Z,,Wanchain,13,,,,,,2018-12-09T00:53:23.000Z,36156676.93157516,-0.353445,-0.736739,-22.9613,0.340610719859,1475766.71077204,wanchain,WAN,[],210000000.0
80,20524490.1089687,81,2018-03-10T00:00:00.000Z,2575,2018-12-09T00:53:21.000Z,21000000.0,Bitcoin Private,20,,,,,,2018-12-09T00:53:21.000Z,35995500.737691015,-5.57306,0.875802,-32.4968,1.75378294645,82121.0745671674,bitcoin-private,BTCP,['mineable'],20524490.1089687
81,50000000.0,82,2018-08-16T00:00:00.000Z,3178,2018-12-09T00:53:34.000Z,,Linkey,1,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:34.000Z,35851944.8257,0.0257558,-1.04186,-0.896736,0.717038896514,73066.2635547367,linkey,LKY,[],195000000.0
82,106893418.0,83,2017-03-22T00:00:00.000Z,1586,2018-12-09T00:54:11.000Z,,Ark,20,,,,,,2018-12-09T00:54:11.000Z,34978432.226228155,0.198726,0.952294,-23.4856,0.327227184617,156036.661680147,ark,ARK,[],138143418.0
83,286787106.860699,84,2018-02-02T00:00:00.000Z,2496,2018-12-09T00:53:21.000Z,,Polymath,33,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:21.000Z,34913783.821644805,4.3864,4.49562,-13.6941,0.121741120805,3038813.51744204,polymath-network,POLY,[],1000000000.0
84,30379207.0,85,2018-07-30T00:00:00.000Z,2989,2018-12-09T00:53:29.000Z,,STASIS EURS,23,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:29.000Z,34780060.32588805,-0.127779,2.79793,2.15884,1.14486399615,77970.8885412974,stasis-eurs,EURS,[],30379207.0
85,801649918.691442,86,2018-06-04T00:00:00.000Z,2840,2018-12-09T00:53:26.000Z,,QuarkChain,24,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:26.000Z,34546383.98333461,1.52385,4.38636,-8.58488,0.0430941027721,4642780.91011048,quarkchain,QKC,[],10000000000.0
86,265294161.0,87,2017-10-18T00:00:00.000Z,2062,2018-12-09T00:53:15.000Z,,Aion,27,,,,,,2018-12-09T00:53:15.000Z,34367049.676107936,0.501071,-2.00708,-21.6643,0.129543181601,1284930.36547891,aion,AION,['mineable'],265294161.0
87,56781165.992094,88,2016-02-13T00:00:00.000Z,1169,2018-12-09T00:54:09.000Z,,PIVX,26,,,,,,2018-12-09T00:54:09.000Z,34148711.024069436,0.0670213,0.220666,-21.2905,0.601409119158,150334.574096608,pivx,PIVX,[],56781165.992094
88,28808713173.7887,89,2014-02-10T00:00:00.000Z,118,2018-12-09T00:54:03.000Z,,ReddCoin,24,,,,,,2018-12-09T00:54:03.000Z,33459010.566394836,-0.311243,-0.258161,-23.9134,0.00116141982339,164737.797640738,reddcoin,RDD,[],28808713173.7887
89,2416220000.0,90,2018-03-10T00:00:00.000Z,2577,2018-12-09T00:53:23.000Z,21000000000.0,Ravencoin,27,,,,,,2018-12-09T00:53:23.000Z,33322370.177809536,0.699328,0.778538,-31.8694,0.0137911159488,2107106.75006966,ravencoin,RVN,['mineable'],2416220000.0
90,61107624.3662515,91,2017-06-18T00:00:00.000Z,1727,2018-12-09T00:54:11.000Z,,Bancor,125,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:11.000Z,33048068.188454818,-0.0385626,-2.62277,-23.3506,0.540817427141,943532.339069683,bancor,BNT,[],77405442.4310652
91,706502689.0,92,2018-01-17T00:00:00.000Z,2416,2018-12-09T00:53:20.000Z,,THETA,20,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:53:20.000Z,32833276.586725872,-1.23451,-5.39347,-40.1377,0.0464729676163,1104203.87438814,theta,THETA,[],1000000000.0
92,64221274.8711679,93,2014-03-20T00:00:00.000Z,213,2018-12-09T00:54:05.000Z,,MonaCoin,20,,,,,,2018-12-09T00:54:05.000Z,32714553.60897392,-0.0145797,-7.30705,-26.6356,0.509403677747,1269002.56040693,monacoin,MONA,['mineable'],64221274.8711679
93,60000000.0,94,2017-06-25T00:00:00.000Z,1750,2018-12-09T00:54:12.000Z,100000000.0,GXChain,7,,,,,,2018-12-09T00:54:12.000Z,31716232.64052,0.854457,-0.913644,-29.5304,0.528603877342,7568295.48808394,gxchain,GXS,[],100000000.0
94,15793831.0949625,95,2017-07-03T00:00:00.000Z,1776,2018-12-09T00:54:11.000Z,,Crypto.com,43,,1027.0,Ethereum,ethereum,ETH,2018-12-09T00:54:11.000Z,30902420.969104216,0.045882,-1.25303,-20.0633,1.95661336273,5134105.99501821,crypto-com,MCO,[],31587682.3632061
